originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/C5_012.tif,12,C5,/Users/melaniemadrigal/Desktop/Skeleton3/C5_012_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/C5_012_network.tif
