originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/H6_013.tif,13,H6,/Users/melaniemadrigal/Desktop/Skeleton3/H6_013_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/H6_013_network.tif
