originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/C5_010.tif,10,C5,/Users/melaniemadrigal/Desktop/Skeleton3/C5_010_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/C5_010_network.tif
