name,value,lineIndex,clusterIndex
fractalDimension,1.071018335496255,,
linesInImage,108,,
clustersInImage,29,,
linesInCluster,3,,0
linesInCluster,1,,1
linesInCluster,3,,2
linesInCluster,2,,3
linesInCluster,1,,4
linesInCluster,4,,5
linesInCluster,6,,6
linesInCluster,2,,7
linesInCluster,2,,8
linesInCluster,6,,9
linesInCluster,6,,10
linesInCluster,2,,11
linesInCluster,6,,12
linesInCluster,5,,13
linesInCluster,16,,14
linesInCluster,1,,15
linesInCluster,3,,16
linesInCluster,3,,17
linesInCluster,3,,18
linesInCluster,2,,19
linesInCluster,2,,20
linesInCluster,2,,21
linesInCluster,1,,22
linesInCluster,4,,23
linesInCluster,1,,24
linesInCluster,1,,25
linesInCluster,15,,26
linesInCluster,2,,27
linesInCluster,3,,28
averageLineLength,0.023598628636059788,,0
averageLineLength,0.045241599235433264,,1
averageLineLength,0.034402669645269245,,2
averageLineLength,0.025298657258208526,,3
averageLineLength,0.012353432948655794,,4
averageLineLength,0.032904594743994126,,5
averageLineLength,0.0455489241698972,,6
averageLineLength,0.016243094840475585,,7
averageLineLength,0.03737500651486555,,8
averageLineLength,0.027952087473581615,,9
averageLineLength,0.029428456979307308,,10
averageLineLength,0.02164534756223293,,11
averageLineLength,0.014589081227771921,,12
averageLineLength,0.03606168103479473,,13
averageLineLength,0.02119285719094456,,14
averageLineLength,0.0555045367936782,,15
averageLineLength,0.01763646970718222,,16
averageLineLength,0.0239484746134493,,17
averageLineLength,0.022893070196525256,,18
averageLineLength,0.03900375610884465,,19
averageLineLength,0.050583501925124896,,20
averageLineLength,0.02151028345862206,,21
averageLineLength,0.04738445376883431,,22
averageLineLength,0.04300056626493366,,23
averageLineLength,0.051962819192128445,,24
averageLineLength,0.014873593980027884,,25
averageLineLength,0.021895805845288795,,26
averageLineLength,0.035601860371878784,,27
averageLineLength,0.018038470419422522,,28
sinuosity,1.0114365081263683,0,
sinuosity,1.3663446077058794,1,
sinuosity,1.1671134833306205,2,
sinuosity,1.0820532428631902,3,
sinuosity,1.0159420132269839,4,
sinuosity,1.045774359634163,5,
sinuosity,1.0449066498776973,6,
sinuosity,1.0,7,
sinuosity,1.0637854418358668,8,
sinuosity,1.0,9,
