clusterIndex,lineIndex0,lineIndex1,lineIndex2,lineIndex3,lineIndex4,lineIndex5,lineIndex6,lineIndex7,lineIndex8,lineIndex9,lineIndex10,lineIndex11,lineIndex12,lineIndex13,lineIndex14,lineIndex15,lineIndex16,lineIndex17,lineIndex18,lineIndex19,lineIndex20,lineIndex21,lineIndex22,lineIndex23,lineIndex24,lineIndex25,lineIndex26,lineIndex27,lineIndex28,lineIndex29,lineIndex30,lineIndex31,lineIndex32,lineIndex33,lineIndex34,lineIndex35,lineIndex36,lineIndex37,lineIndex38,lineIndex39,lineIndex40,lineIndex41,lineIndex42,lineIndex43,lineIndex44,lineIndex45,lineIndex46,lineIndex47,lineIndex48,lineIndex49,lineIndex50,lineIndex51,lineIndex52,lineIndex53,lineIndex54,lineIndex55,lineIndex56,lineIndex57,lineIndex58,lineIndex59,lineIndex60,lineIndex61,lineIndex62,lineIndex63,lineIndex64,lineIndex65,lineIndex66,lineIndex67,lineIndex68,lineIndex69,lineIndex70,lineIndex71,lineIndex72,lineIndex73,lineIndex74,lineIndex75,lineIndex76,lineIndex77,lineIndex78,lineIndex79,lineIndex80,lineIndex81,lineIndex82,lineIndex83,lineIndex84,lineIndex85,lineIndex86,lineIndex87,lineIndex88,lineIndex89,lineIndex90,lineIndex91,lineIndex92,lineIndex93,lineIndex94,lineIndex95,lineIndex96,lineIndex97,lineIndex98,lineIndex99,lineIndex100,lineIndex101,lineIndex102,lineIndex103,lineIndex104,lineIndex105,lineIndex106,lineIndex107,lineIndex108,lineIndex109,lineIndex110,lineIndex111,lineIndex112,lineIndex113,lineIndex114,lineIndex115,lineIndex116,lineIndex117,lineIndex118,lineIndex119,lineIndex120,lineIndex121,lineIndex122,lineIndex123,lineIndex124,lineIndex125,lineIndex126,lineIndex127,lineIndex128,lineIndex129,lineIndex130,lineIndex131,lineIndex132,lineIndex133,lineIndex134,lineIndex135,lineIndex136,lineIndex137,lineIndex138,lineIndex139,lineIndex140,lineIndex141,lineIndex142,lineIndex143,lineIndex144,lineIndex145,lineIndex146,lineIndex147
0,0,1,2,3,4,5,6,7,32,37,8,26,31,9,10,42,47,48,52,53,55,56,59,41,12,60,61,62,11,13,16,14,15,19,22,109,163,115,83,84,119,23,152,122,155,93,126,25,17,90,110,117,24,130,132,106,114,89,18,28,121,38,134,135,105,112,113,147,34,20,21,27,33,40,39,125,80,81,67,68,43,44,161,164,133,138,145,88,123,124,98,99,85,73,74,86,87,54,78,144,96,97,79,129,136,137,142,143,148,156,159,162,82,92,102,103,104,116,118,94,70,160,166,108,141,151,153,154,157,149,150,66,131,165,146,120,91,158,65,95,58,69,128,100,72,107,57,75
1,29,169,30,170,35,36,176,173,174,45,46,49,185,50,180,181,182,51,183,64,63,184,71,186,76,101,77,111,187,127,139,188,140,189,167,168,192,171,172,193,177,175,195,178,179,197,190,191,215,194,196,224,228,216,221,222,223,198,232,233,234,217,199,201,205,207,208,212,213,200,202
2,203,209,204,206,238,225,210,242,214,218,219,220,211,226,243,227,248,229,230,231,235,236,237
3,239,252,240,258,244,241,245,246,247,249,250,262,251,253,255,254,256,257,259,260,261,270,263,264,269,265,266,267,268,271,273,274,275,276,277,272
