clusterIndex,lineIndex0,lineIndex1,lineIndex2,lineIndex3,lineIndex4,lineIndex5,lineIndex6,lineIndex7,lineIndex8,lineIndex9,lineIndex10,lineIndex11,lineIndex12,lineIndex13,lineIndex14,lineIndex15,lineIndex16,lineIndex17,lineIndex18,lineIndex19,lineIndex20,lineIndex21,lineIndex22,lineIndex23,lineIndex24,lineIndex25,lineIndex26,lineIndex27,lineIndex28,lineIndex29,lineIndex30,lineIndex31,lineIndex32,lineIndex33,lineIndex34,lineIndex35,lineIndex36,lineIndex37,lineIndex38,lineIndex39,lineIndex40,lineIndex41,lineIndex42,lineIndex43,lineIndex44,lineIndex45,lineIndex46,lineIndex47,lineIndex48,lineIndex49,lineIndex50,lineIndex51,lineIndex52,lineIndex53,lineIndex54,lineIndex55,lineIndex56,lineIndex57,lineIndex58,lineIndex59,lineIndex60,lineIndex61,lineIndex62,lineIndex63,lineIndex64,lineIndex65,lineIndex66,lineIndex67,lineIndex68,lineIndex69,lineIndex70,lineIndex71,lineIndex72,lineIndex73,lineIndex74,lineIndex75,lineIndex76,lineIndex77,lineIndex78,lineIndex79,lineIndex80,lineIndex81,lineIndex82,lineIndex83,lineIndex84,lineIndex85
0,0,1,2,3,4,5
1,6,7
2,8,9
3,10
4,11,12,13,14
5,15,16,17,18,21,22,19,20,23,24
6,25
7,26,27,28,30,31,32
8,29,33,34,35
9,36,37,38,42,43
10,39,40,41
11,44,45
12,46,48,49,47,50
13,51,52,53,57,64,62,59,63,58,68,69
14,54,56,60,61,55,65,66,67
15,70,72,74
16,71
17,73,78,76,77,80,81,84,85,87,88,79,86,91,83,96,98,101,106,112,113,82,89,90,93,118,95,102,115,121,111,124,120,116,109,128,129,130,131,103,108,126,127,92,143,104,137,139,135,148,151,122,123,163,147,149,153,154,157,158,150,133,134,167,164,165,144,145,141,172,174,160,168,161,166,140,156,159,171,175,176,177,178,182,162,155,179
18,75
19,94,107,119
20,97,105,125,114
21,99,100,110
22,117
23,132,136,138,142,146,152
24,169,170,173
25,180
26,181,183,184
27,185,186,187,188,189,190
28,191,192,193,196,194,195,198,197
29,199,200,201
30,202,203,204
31,205,206,207
32,208,209
33,210,211,212,215
34,213,214
35,216
36,217,218,219,220,221
37,222,223
38,224
39,225,226,227,228,229,232,230,231
40,233,234,235,236,237
41,238,239
42,240,241,242
