name,value,lineIndex,clusterIndex
fractalDimension,0.8656090008480406,,
linesInImage,6,,
clustersInImage,2,,
linesInCluster,2,,0
linesInCluster,4,,1
averageLineLength,0.022572930618429764,,0
averageLineLength,0.013229328182218014,,1
sinuosity,1.0762288251780412,0,
sinuosity,1.0738662872511655,1,
sinuosity,1.0,2,
sinuosity,1.003287216620145,3,
sinuosity,1.0,4,
sinuosity,2.4335788456111995,5,
centerLineWidth,0.002008032128514056,0,
centerLineWidth,0.0025100401606425703,1,
centerLineWidth,0.000502008032128514,2,
centerLineWidth,0.0015060240963855422,3,
centerLineWidth,0.002008032128514056,4,
centerLineWidth,0.008032128514056224,5,
