originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/G12_004.tif,4,G12,/Users/melaniemadrigal/Desktop/Skeleton3/G12_004_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/G12_004_network.tif
