originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/G12_015.tif,15,G12,/Users/melaniemadrigal/Desktop/Skeleton3/G12_015_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/G12_015_network.tif
