originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/H6_002.tif,2,H6,/Users/melaniemadrigal/Desktop/Skeleton3/H6_002_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/H6_002_network.tif
