originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/C5_005.tif,5,C5,/Users/melaniemadrigal/Desktop/Skeleton3/C5_005_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/C5_005_network.tif
