originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/C5_004.tif,4,C5,/Users/melaniemadrigal/Desktop/Skeleton3/C5_004_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/C5_004_network.tif
