pointIndex,x,y
0,0.16566265060240964,1.0
1,0.16967871485943775,0.9974899598393574
2,0.1716867469879518,0.9929718875502008
3,0.17904953145917002,0.9852744310575637
4,0.18654618473895584,0.9779116465863454
5,0.1931057563587684,0.9754016064257028
6,0.17193775100401607,0.9691265060240963
7,0.20005020080321284,0.9781626506024096
8,0.2038152610441767,0.9861947791164658
9,0.17018072289156627,0.9608433734939759
10,0.21159638554216867,0.9786646586345381
11,0.21034136546184737,0.9842704149933065
12,0.21711847389558234,0.9754016064257028
13,0.17921686746987953,0.9518072289156626
14,0.22088353413654618,0.9774096385542169
15,0.2183734939759036,0.9698795180722891
16,0.1827309236947791,0.9457831325301205
17,0.22264056224899598,0.9631024096385542
18,0.21987951807228914,0.9869477911646586
19,0.1927710843373494,0.9397590361445783
20,0.22188755020080322,0.9553212851405622
21,0.23293172690763053,0.956074297188755
22,0.1985441767068273,0.9329819277108434
23,0.22791164658634538,0.9969879518072289
24,0.23008701472556894,0.9489625167336011
25,0.23795180722891565,0.9533132530120482
26,0.2331827309236948,0.9967369477911647
27,0.1990461847389558,0.9264558232931727
28,0.23883032128514056,0.9480421686746988
29,0.20682730923694778,0.9186746987951807
30,0.24815930388219545,0.9449464524765729
31,0.21184738955823293,0.9106425702811245
32,0.24548192771084337,0.9372489959839357
33,0.2570281124497992,0.9437751004016064
34,0.2617135207496653,0.9384203480589023
35,0.2684069611780455,0.9399263721552877
36,0.25903614457831325,0.9322289156626506
37,0.24464524765729587,0.9205153949129853
38,0.2700803212851406,0.9568273092369478
39,0.24347389558232932,0.9161646586345381
40,0.2399598393574297,0.9136546184738956
41,0.2354417670682731,0.9201807228915663
42,0.23142570281124497,0.9181726907630522
43,0.26857429718875503,0.9673694779116466
44,0.2248995983935743,0.9116465863453815
45,0.26104417670682734,0.9779116465863453
46,0.2213855421686747,0.9041164658634538
47,0.22088353413654618,0.8985943775100401
48,0.46009036144578314,0.9994979919678715
49,0.46009036144578314,0.9932228915662651
50,0.4703815261044177,0.9844377510040161
51,0.47540160642570284,0.983433734939759
52,0.48042168674698793,0.9754016064257028
53,0.4864457831325301,0.9743975903614458
54,0.4904618473895582,0.9613453815261044
55,0.49447791164658633,0.9583333333333334
56,0.49882864792503345,0.9578313253012049
57,0.5062751004016064,0.9580823293172691
58,0.4964859437751004,0.9683734939759037
59,0.5020080321285141,0.946285140562249
60,0.5110441767068273,0.9523092369477911
61,0.5090361445783133,0.9653614457831325
62,0.5107095046854083,0.9429384203480589
63,0.49849397590361444,0.9799196787148594
64,0.4954819277108434,0.9889558232931727
65,0.4919678714859438,0.9919678714859438
66,0.47690763052208834,0.9984939759036144
67,0.4703815261044177,0.9974899598393574
68,0.6719377510040161,0.9987449799196787
69,0.6822289156626506,0.998995983935743
70,0.6686746987951807,0.9884538152610441
71,0.6852409638554217,0.9959839357429718
72,0.6917670682730924,0.9933065595716198
73,0.6757028112449799,0.9864457831325302
74,0.6987951807228916,0.9748995983935743
75,0.7043172690763052,0.9703815261044176
76,0.7118473895582329,0.9568273092369478
77,0.713855421686747,0.945281124497992
78,0.7183734939759037,0.9327309236947792
79,0.714859437751004,0.9091365461847389
80,0.7213855421686747,0.9026104417670683
81,0.7228915662650602,0.8960843373493976
82,0.7216365461847389,0.883785140562249
83,0.7256526104417671,0.8782630522088354
84,0.8237951807228916,0.9764056224899599
85,0.8192771084337349,0.9738955823293173
86,0.8298192771084337,0.9759036144578314
87,0.8327309236947791,0.9699799196787149
88,0.8268072289156626,0.9663654618473896
89,0.8333333333333334,0.9628514056224899
90,0.8433734939759037,0.9728915662650602
91,0.848644578313253,0.9698795180722892
92,0.8393574297188755,0.9563253012048193
93,0.8197791164658634,0.9578313253012049
94,0.8544176706827309,0.9683734939759037
95,0.8599397590361446,0.9658634538152611
96,0.8554216867469879,0.9497991967871486
97,0.80404953145917,0.9518072289156626
98,0.8659638554216867,0.9663654618473896
99,0.7991967871485943,0.9548192771084337
100,0.8629518072289156,0.9412650602409639
101,0.7926706827309237,0.9538152610441767
102,0.8785140562248996,0.9387550200803213
103,0.8965863453815262,0.928714859437751
104,0.9021084337349398,0.9272088353413654
105,0.9201807228915663,0.9156626506024097
106,0.9307228915662651,0.9131526104417671
107,0.9332329317269076,0.9096385542168675
108,0.9337349397590361,0.9041164658634538
109,0.9422690763052208,0.8990963855421686
110,0.4508032128514056,0.785140562248996
111,0.45582329317269077,0.7705823293172691
112,0.4603413654618474,0.7655622489959839
113,0.46736947791164657,0.7615461847389559
114,0.46987951807228917,0.7540160642570282
115,0.4738955823293173,0.748995983935743
116,0.4764056224899598,0.7329317269076305
117,0.47339357429718876,0.7254016064257028
118,0.47690763052208834,0.7198795180722892
119,0.4759036144578313,0.7063253012048193
120,0.4784136546184739,0.696285140562249
121,0.4623493975903614,0.6882530120481928
122,0.4543172690763052,0.6822289156626506
123,0.4269578313253012,0.6822289156626506
124,0.42319277108433734,0.6902610441767068
125,0.4016064257028113,0.688838688085676
126,0.3985943775100402,0.6852409638554218
127,0.39809236947791166,0.6982931726907631
128,0.6847389558232931,0.7560240963855421
129,0.6817269076305221,0.7434738955823292
130,0.6757028112449799,0.7364457831325302
131,0.6691767068273092,0.7248995983935743
132,0.6676706827309237,0.7173694779116466
133,0.6686746987951807,0.7023092369477912
134,0.6731927710843374,0.6982931726907631
135,0.6767068273092369,0.6912650602409638
136,0.6762048192771084,0.6782128514056225
137,0.6802208835341366,0.6746987951807228
138,0.6817269076305221,0.6651606425702812
139,0.6857429718875502,0.6681726907630522
140,0.6852409638554217,0.6581325301204819
141,0.6912650602409639,0.6571285140562249
142,0.6947791164658634,0.6521084337349398
143,0.6449548192771084,0.665035140562249
144,0.642570281124498,0.6586345381526104
145,0.6290160642570282,0.6581325301204819
146,0.7826305220883534,0.6576305220883534
147,0.7866465863453815,0.6541164658634537
148,0.7896586345381527,0.6485943775100402
149,0.7941767068273092,0.6516064257028112
150,0.7873995983935743,0.6388052208835341
151,0.8017068273092369,0.6531124497991968
152,0.7833835341365462,0.6357931726907631
