originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/H6_005.tif,5,H6,/Users/melaniemadrigal/Desktop/Skeleton3/H6_005_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/H6_005_network.tif
