clusterIndex,lineIndex0,lineIndex1,lineIndex2,lineIndex3,lineIndex4,lineIndex5,lineIndex6,lineIndex7,lineIndex8,lineIndex9,lineIndex10
0,0,1
1,2,3,4,5,13,14,16
2,6,7
3,8,9,10,11,12,15,17,18,20,19,23
4,21,24,22
5,25,26,27,28
6,29,30,31,32,33,34
7,35,40,36,41,39,37,38
8,42,43,44
9,45,46,47,48,49
10,50,51,52,53,54,56,57,58,55
11,59
12,60,64,65,61,62,63
13,66,67,68,69,70,71
14,72,73
15,74
16,75,76,77,78,80,79
17,81,82,83
18,84,85,86,87
19,88,89,90,91,92,93
20,94,97
21,95,96
22,98
23,99
