originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/H6_006.tif,6,H6,/Users/melaniemadrigal/Desktop/Skeleton3/H6_006_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/H6_006_network.tif
