lineIndex,pointIndex0,pointIndex1,pointIndex2,pointIndex3,pointIndex4,pointIndex5,pointIndex6,pointIndex7,pointIndex8,pointIndex9,pointIndex10,pointIndex11,pointIndex12,pointIndex13,pointIndex14,pointIndex15,pointIndex16,pointIndex17
0,0,1
1,1,3,4,5,6,7
2,9,10
3,10,11,13
4,10,12
5,12,16,18,22,23,25,30
6,15,17,20
7,15,19
8,21,24
9,21,26,29,36,42
10,24,28
11,24,27,31,33
12,28,32,33
13,30,34,39
14,30,35,38
15,33,37
16,37,41,46
17,37,40,47
18,46,48,51,47
19,46,49,55
20,50,53,56
21,50,52,54
22,55,59,63
23,56,60
24,60,62,64
25,66,67,69,71,72,74
26,66,68,70,73,75
27,74,75
28,74,78,76
29,76,81
30,81,85,87
31,82,84,83
32,83,86,87
33,88,89,91,93,96
34,88,90,92
35,96,97,98,99,100,101,102
36,103,106,108,109,110
37,110,111,114
38,115,117,119,120
39,116,118,121
40,115,120
41,120,121
42,121,123,124
43,121,124
44,122,121
45,124,121
46,128,121
47,121,130
48,121,131,137
49,121,134
50,137,142
51,139,145
52,139,148
53,147,150
54,148,152
55,149,144
56,149,150
57,149,150
58,152,154,156
59,150,155,157,158,159,160,161,162,163,164,165
60,167,169,171
61,167,177
62,167,170,172
63,177,178,179,180
64,180,182,183
65,185,184,186,187
66,187,189
67,188,191,194,197
68,188,190,193,200
69,189,192,195,196
70,196,198,197
71,196,199,202
72,197,201,204,207,208,209,210,211,212,213,214,215,216
73,205,206,205
74,218,220,221,222
75,224,226,227
76,228,229,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246
77,246,247
78,247,248,250
79,247,249,252
80,253,254,255,256,257
81,257,258
82,257,259
83,258,260,263
84,258,263
85,259,262
86,263,266,268,271,273,276,279,281,282
87,263,267,270,272,274
88,278,283
89,283,285,287
90,286,288,286
91,286,290
92,290,291,296
93,287,294,295
94,292,296
95,292,296
96,301,302,303,306
97,301,304,305,308
98,306,307,309
99,309,313,317
100,309,312,315
101,308,311,314
102,315,318
103,317,319,318
104,318,320,322
105,318,321,323
106,324,325,326,327,328,329,330
107,330,332,333
108,333,336,337
109,337,338,339,342,347,349
110,337,340,341
111,341,343,346
112,341,344,345,348,350,351
113,351,352,354
114,353,355,358
115,353,356,360
116,359,362,363
117,366,367,368,369,370
118,370,371,374,375
119,370,372,373
120,375,377,378
121,378,379,381,382,383
122,378,380
123,384,385
124,385,386
125,386,388,389,390,391,392,393,394
126,394,397,399
127,394,396,398,400
128,394,401
129,402,403,404,405,406
130,406,408,410
131,407,409,412,413,415,416,417,418
132,407,411,414
133,419,420,421
134,422,423,424,425,426
135,426,428,429,432
136,426,427,430,431
137,432,434,437
138,432,433
139,440,443,449
140,442,445
141,445,450,452,453
142,449,454,455
143,456,457
144,457,458
145,459,460,461,462
146,463,464,465,466,467,468,469,470,471,472
147,472,474
148,472,473,475
