pointIndex,x,y
0,0.6049196787148594,0.9974899598393574
1,0.5987073293172691,0.9939131526104418
2,0.6024096385542169,0.9844377510040161
3,0.6071787148594378,0.9755522088353414
4,0.6164658634538153,0.9779116465863453
5,0.6124497991967871,0.9713855421686747
6,0.6076807228915663,0.9646084337349398
7,0.5978915662650602,0.9691265060240963
8,0.6065261044176706,0.9591365461847389
9,0.5989959839357429,0.9548192771084338
10,0.6119477911646586,0.9513052208835341
11,0.6144578313253012,0.947289156626506
12,0.6142068273092369,0.9432730923694779
13,0.5956325301204819,0.9490461847389559
14,0.5917001338688085,0.964859437751004
15,0.6104417670682731,0.945281124497992
16,0.5951305220883534,0.9435240963855421
17,0.5886044176706827,0.9422690763052208
18,0.6039156626506024,0.9347389558232932
19,0.6069277108433735,0.9523092369477911
20,0.6164658634538153,0.9312248995983936
21,0.619132781124498,0.9227535140562249
22,0.6036646586345381,0.9284638554216867
23,0.6090194109772423,0.9267068273092369
24,0.6009036144578314,0.9216867469879518
25,0.606425702811245,0.9191767068273092
26,0.6244979919678715,0.9091365461847389
27,0.6019076305220884,0.9141566265060241
28,0.6232429718875502,0.9028614457831325
29,0.6161311914323963,0.901020749665328
30,0.6112784471218206,0.8957496653279785
31,0.6114039491298527,0.8848100736278447
32,0.5993975903614458,0.8885542168674698
33,0.6143574297188754,0.8746987951807229
34,0.626004016064257,0.8825301204819277
35,0.6244262765347103,0.8717010900745841
36,0.6378953313253012,0.8817143574297189
37,0.615210843373494,0.8599397590361446
38,0.6221552878179384,0.8621151271753682
39,0.6149598393574297,0.8549196787148594
40,0.607764390896921,0.8594377510040161
41,0.6217728055077453,0.8544893861158921
42,0.6380522088353413,0.8726907630522088
43,0.6328313253012048,0.8931726907630523
44,0.6460843373493976,0.8850401606425703
45,0.5984270414993307,0.8652610441767068
46,0.6312751004016064,0.8689759036144579
47,0.598644578313253,0.8599397590361446
48,0.6252510040160643,0.8893072289156626
49,0.646987951807229,0.8727409638554218
50,0.6282630522088353,0.848644578313253
51,0.5998995983935743,0.8544176706827309
52,0.6209839357429718,0.8900602409638554
53,0.6290160642570282,0.8855421686746988
54,0.6501004016064257,0.8765060240963856
55,0.5858433734939759,0.8596050870147257
56,0.6266064257028112,0.8355421686746988
57,0.6576305220883534,0.8734939759036144
58,0.6403112449799196,0.8496485943775101
59,0.5913654618473896,0.8544176706827309
60,0.5848393574297188,0.8639558232931727
61,0.659471218206158,0.8683065595716198
62,0.5779785809906292,0.857764390896921
63,0.5953815261044176,0.8529116465863453
64,0.6390562248995983,0.8539156626506024
65,0.6443273092369478,0.8426204819277109
66,0.6629016064257028,0.8817771084337349
67,0.6664658634538153,0.8689759036144578
68,0.5724146586345382,0.8605672690763052
69,0.5743808567603749,0.848644578313253
70,0.6671686746987951,0.8850401606425703
71,0.6676706827309237,0.8770080321285141
72,0.5677710843373494,0.8529116465863453
73,0.6721887550200804,0.873995983935743
74,0.6726907630522089,0.8634538152610441
75,0.5717871485943775,0.8702309236947792
76,0.561144578313253,0.8704066265060242
77,0.5530873493975903,0.879894578313253
78,0.5471372670167851,0.8694907836474102
79,0.5634355604235122,0.8884629426798102
80,0.5562248995983936,0.8524096385542168
81,0.5367720883534137,0.8811495983935743
82,0.5742971887550201,0.8880522088353413
83,0.5637550200803213,0.9001004016064257
84,0.5340842536813922,0.8976008199464526
85,0.5445783132530121,0.9105923694779117
86,0.5562248995983936,0.9041164658634538
87,0.5587349397590361,0.9081325301204819
88,0.5208333333333334,0.8871394669587441
89,0.5466867469879518,0.9211847389558233
90,0.516566265060241,0.9071285140562249
91,0.5095381526104418,0.9074297188755021
92,0.5266064257028112,0.876004016064257
93,0.5105421686746988,0.8934069611780456
94,0.517570281124498,0.8800200803212852
95,0.5030120481927711,0.9096385542168675
96,0.5016175814368585,0.8912873717090584
97,0.5326305220883534,0.874665327978581
98,0.5065261044176707,0.9001004016064257
99,0.501004016064257,0.9144076305220884
100,0.49365318416523235,0.8701592082616179
101,0.49397590361445787,0.9078815261044176
102,0.491079703429101,0.8890176088971269
103,0.48350545037292025,0.9238382099827883
104,0.48376840696117807,0.8940763052208837
105,0.4904618473895582,0.9282128514056225
106,0.4884538152610442,0.9126506024096386
107,0.4713018741633199,0.9090528781793842
108,0.4703815261044177,0.8972556894243642
109,0.4864457831325301,0.9169176706827309
110,0.4624121485943775,0.8962725903614458
111,0.49874497991967875,0.8529953145917002
112,0.4748995983935743,0.9071285140562249
113,0.5072289156626506,0.8611947791164658
114,0.4844377510040161,0.9073795180722891
115,0.516566265060241,0.8581325301204819
116,0.4823042168674699,0.8542921686746987
117,0.5230296184738956,0.8547314257028112
118,0.4677942539388323,0.8460379981464319
119,0.4776606425702811,0.8642068273092369
120,0.5136044176706827,0.8453815261044177
121,0.48142570281124497,0.8674698795180723
122,0.46285140562248994,0.8547720292936452
123,0.4672021419009371,0.8693105756358769
124,0.5110441767068273,0.8519076305220883
125,0.5079864914202263,0.8316447608616283
126,0.5105421686746988,0.839859437751004
127,0.4614290495314592,0.8757530120481928
128,0.4603413654618474,0.8638303212851406
129,0.5275546630968317,0.8415327978580991
130,0.45446491849751947,0.8325655563430192
131,0.5178212851405622,0.8283132530120483
132,0.5225903614457831,0.8298192771084337
133,0.46736947791164657,0.8338353413654618
134,0.44705488621151274,0.8703480589022757
135,0.4647339357429719,0.8256777108433735
136,0.5384036144578314,0.8504643574297188
137,0.519466755912539,0.819723337795627
138,0.5496151271753681,0.8401104417670683
139,0.4573293172690763,0.8234605087014725
140,0.4974899598393574,0.8425368139223561
141,0.5082831325301205,0.8150100401606426
142,0.5293674698795181,0.8268072289156627
143,0.4555722891566265,0.8180220883534136
144,0.4958953460902433,0.8180959130640209
145,0.5163152610441767,0.8160140562248996
146,0.4455321285140562,0.8376004016064257
147,0.4543172690763052,0.8780120481927711
148,0.5102284136546185,0.8073544176706827
149,0.5311244979919678,0.8215361445783133
150,0.44176706827309237,0.8403614457831325
151,0.48895582329317266,0.8463855421686747
152,0.4354919678714859,0.8320783132530121
153,0.46736947791164657,0.8288152610441767
154,0.4711345381526104,0.8220381526104418
155,0.5371485943775101,0.821285140562249
156,0.43012048192771085,0.8308232931726908
157,0.5135542168674698,0.8012048192771084
158,0.4801427933958055,0.8426483712628291
159,0.4703815261044177,0.8177710843373494
160,0.4595883534136546,0.8822791164658634
161,0.4854417670682731,0.8258032128514057
162,0.5092243975903614,0.7932668172690763
163,0.5480672690763053,0.8232931726907631
164,0.4352409638554217,0.8227911646586344
165,0.48360107095046856,0.8306559571619813
166,0.5681296615031555,0.8442340791738382
167,0.5190763052208835,0.7916666666666666
168,0.48915662650602404,0.8339357429718876
169,0.5572289156626506,0.821285140562249
170,0.5522088353413654,0.8263052208835342
171,0.5223393574297188,0.7836345381526104
172,0.4748995983935743,0.8253012048192772
173,0.5386546184738956,0.8263052208835342
174,0.5622489959839357,0.8177710843373494
175,0.5261044176706827,0.7871485943775101
176,0.5240963855421686,0.7786144578313253
177,0.5808232931726908,0.8418674698795181
178,0.5349732262382865,0.7674029451137884
179,0.5346385542168675,0.762801204819277
180,0.5411646586345381,0.7730923694779117
181,0.5358935742971888,0.7560742971887551
182,0.5471887550200804,0.7710843373493976
183,0.5429216867469879,0.7525100401606426
184,0.5466639284410368,0.7399826579043446
185,0.5379016064257028,0.7452309236947791
186,0.561029833620195,0.7357286288009179
187,0.5697791164658634,0.7459839357429718
188,0.5440093708165997,0.7210508701472557
189,0.5816076807228916,0.7456388052208835
190,0.5668507362784472,0.7211066488174922
191,0.5717871485943775,0.7419678714859438
192,0.5591532797858099,0.7126004016064257
193,0.5858433734939759,0.7535140562248996
194,0.5517068273092369,0.7143574297188755
195,0.5441767068273092,0.7088353413654618
196,0.5727911646586346,0.7309236947791165
197,0.5130522088353414,0.9964859437751002
198,0.5087349397590362,0.9913654618473895
199,0.5030120481927711,0.9852325970548862
200,0.5030120481927711,0.9949799196787148
201,0.4963604417670683,0.9801706827309237
202,0.5194109772423026,0.983457640084146
203,0.4939759036144578,0.9874497991967871
204,0.4891789379741187,0.9718875502008033
205,0.501004016064257,0.9723895582329317
206,0.49748995983935745,0.9924698795180723
207,0.4979919678714859,0.9964859437751004
208,0.4948544176706827,0.9676204819277109
209,0.48142570281124497,0.9733935742971888
210,0.47540160642570284,0.9668674698795181
211,0.5461847389558233,0.9962349397590361
212,0.554384203480589,0.9949799196787149
213,0.5464859437751005,0.9857429718875502
214,0.5568942436412316,0.983768406961178
215,0.5436746987951807,0.9767402945113789
216,0.5342620481927711,0.9782881526104418
217,0.5410642570281124,0.9698795180722891
218,0.5271084337349398,0.9784136546184738
219,0.536144578313253,0.9658634538152611
220,0.5326305220883534,0.9598393574297188
221,0.5381526104417671,0.9593373493975904
222,0.536144578313253,0.9542168674698794
223,0.5466150315547906,0.9513769363166953
224,0.5366465863453815,0.9412650602409639
225,0.5411646586345381,0.9435240963855421
226,0.5602409638554217,0.9523092369477911
227,0.5411646586345381,0.9267068273092369
228,0.5667670682730923,0.9573293172690763
229,0.5466867469879518,0.9282128514056225
230,0.5753012048192772,0.9588353413654619
231,0.570281124497992,0.9663654618473896
232,0.5512048192771084,0.9367469879518072
233,0.5783760040160643,0.9690010040160643
234,0.572289156626506,0.9754016064257028
235,0.5923694779116466,0.9770749665327978
236,0.5968875502008032,0.983433734939759
237,0.7163654618473896,0.9959839357429718
238,0.7117218875502007,0.9830572289156627
239,0.7068273092369478,0.9884538152610441
240,0.7133534136546184,0.9779116465863454
241,0.7017068273092371,0.9744979919678715
242,0.7220548862115127,0.9748995983935743
243,0.6934580426971042,0.9666825195518918
244,0.6917670682730924,0.982429718875502
245,0.7218875502008032,0.9653614457831325
246,0.7309236947791165,0.9849397590361446
247,0.6872489959839357,0.9661144578313253
248,0.7028112449799196,0.9583333333333334
249,0.6987951807228916,0.9533132530120482
250,0.6927710843373494,0.9515562248995983
251,0.6873924268502581,0.9395080321285141
252,0.6815595716198125,0.9272088353413656
253,0.6870816599732262,0.9215194109772423
254,0.6915160642570282,0.9234437751004017
255,0.6892570281124498,0.9171686746987951
256,0.7049502357255107,0.9188165706303475
257,0.6937751004016064,0.9031124497991968
258,0.6927710843373494,0.8978413654618473
259,0.6974564926372157,0.8934069611780456
260,0.6975401606425703,0.9257028112449799
261,0.7000502008032129,0.9410140562248996
262,0.6977911646586346,0.9342369477911646
263,0.7188755020080321,0.9307228915662651
264,0.7315930388219546,0.9291541164658635
265,0.7203815261044176,0.9387550200803213
266,0.7336010709504684,0.9387550200803213
267,0.7269076305220884,0.9442771084337349
268,0.7183734939759037,0.9422690763052208
269,0.7399598393574297,0.9403865461847389
270,0.7342704149933065,0.9461178045515396
271,0.7384538152610441,0.9495481927710843
272,0.7274096385542169,0.9171686746987951
273,0.7394796577614807,0.9070412083115069
274,0.7259036144578314,0.9061244979919678
275,0.7218875502008032,0.902359437751004
276,0.7454819277108434,0.9126506024096386
277,0.7411790017211705,0.919104991394148
278,0.7325133868808568,0.8964190093708165
279,0.7484939759036144,0.8970883534136547
280,0.7557151683657708,0.91214859437751
281,0.7439759036144579,0.8940763052208835
282,0.7560240963855421,0.9021084337349398
283,0.7351628737170905,0.8879964301651049
284,0.7495649263721553,0.8831994645247657
285,0.7366967871485943,0.8755020080321285
286,0.7133115796519411,0.8833458835341365
287,0.7505020080321285,0.8729919678714859
288,0.7472389558232931,0.8677208835341366
289,0.741214859437751,0.8664658634538153
290,0.7733712628290941,0.9942547969656403
291,0.7799949799196787,0.9918423694779117
292,0.7859214636323071,0.9859995537706381
293,0.7806224899598393,0.9772841365461847
294,0.7873995983935743,0.9799196787148594
295,0.7666148464827051,0.9694746728850887
296,0.782128514056225,0.9718875502008032
297,0.7745983935742972,0.9713855421686747
298,0.7719628514056225,0.9826807228915663
299,0.7605421686746988,0.9849397590361446
300,0.7560240963855421,0.9578313253012049
301,0.7661897590361446,0.9492971887550201
302,0.8463855421686747,0.9747740963855421
303,0.854975457385096,0.9710508701472558
304,0.8413654618473897,0.9677041499330657
305,0.8258032128514057,0.9720420142106889
306,0.8318273092369478,0.9668674698795181
307,0.8263052208835341,0.963855421686747
