"file","n_edges","total_length","mean_edge_length","median_edge_length","sd_edge_length","min_edge_length","max_edge_length","n_nodes","n_tips","n_branches","tip_fraction","branch_fraction","tip_density"
"H6_008_calculations.json",2,0.0451019938191568,0.0225509969095784,0.0225509969095784,0.0163272229790372,0.0110059068231564,0.0340960869960004,4,4,0,1,0,88.6878752198539
"H6_009_calculations.json",4,0.337760502445062,0.0844401256112656,0.0978641168481489,0.0479907852385441,0.0161620408569012,0.125870227891863,8,8,0,1,0,23.6854218953598
"H6_010_calculations.json",27,1.34403719500744,0.0497791553706459,0.0331440254407241,0.036082358209021,0.0113506407308134,0.118962909040982,43,38,5,0.883720930232558,0.116279069767442,28.2730270718361
"H6_011_calculations.json",70,2.98035488863295,0.0425764984090421,0.027169086830352,0.0345357092688891,0.0100507831504487,0.142506373853125,108,93,14,0.861111111111111,0.12962962962963,31.2043375621814
"H6_012_calculations.json",184,5.81706119930951,0.0316144630397256,0.0216154828228828,0.0289211745247784,0.00534592517717934,0.197994787440799,218,153,63,0.701834862385321,0.288990825688073,26.30194092133
"H6_013_calculations.json",332,9.49934198728978,0.0286124758653307,0.0192763665306498,0.0241209280913858,0.0066826600242718,0.185736797507525,391,289,95,0.739130434782609,0.242966751918159,30.4231598764088
"H6_014_calculations.json",525,15.163731555474,0.0288832982009028,0.0216533746055976,0.0237011297985916,0.00918392318129893,0.229254192320763,575,399,165,0.693913043478261,0.28695652173913,26.3127844581214
"H6_015_calculations.json",823,22.379872683621,0.0271930409278506,0.0195928303212365,0.0217885375889358,0.00728419721040005,0.199271892387999,841,549,271,0.652794292508918,0.322235434007134,24.530970652116
"H6_016_calculations.json",857,23.8967501013679,0.0278841891497875,0.0206009562156711,0.0215890426041051,0.00576594216065339,0.130018310539111,910,622,278,0.683516483516484,0.305494505494506,26.0286439520659
"H6_017_calculations.json",836,23.3472873621817,0.02792737722749,0.020493773080745,0.021632251468067,0.0062391776701742,0.20935875923071,913,640,259,0.700985761226725,0.28368017524644,27.412178128954
"H6_018_calculations.json",747,20.114663369142,0.0269272601996546,0.0200191880454728,0.0197196835126806,0.00584211819462772,0.171267278541618,847,593,244,0.700118063754427,0.288075560802834,29.4809805720997
"H6_019_calculations.json",604,16.2671485479947,0.0269323651456865,0.0200118750152627,0.0210372175911195,0.00528990330724484,0.16630503292742,709,507,185,0.71509167842031,0.260930888575458,31.1671094970422
"H6_020_calculations.json",403,12.1015710477068,0.030028712277188,0.0219871656009025,0.0265281142445796,0.00510731103419402,0.285021435891392,524,408,104,0.778625954198473,0.198473282442748,33.7146308021978
