originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/G12_020.tif,20,G12,/Users/melaniemadrigal/Desktop/Skeleton3/G12_020_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/G12_020_network.tif
