originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/C5_007.tif,7,C5,/Users/melaniemadrigal/Desktop/Skeleton3/C5_007_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/C5_007_network.tif
