originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/G12_007.tif,7,G12,/Users/melaniemadrigal/Desktop/Skeleton3/G12_007_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/G12_007_network.tif
