originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/G12_011.tif,11,G12,/Users/melaniemadrigal/Desktop/Skeleton3/G12_011_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/G12_011_network.tif
