originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/G12_002.tif,2,G12,/Users/melaniemadrigal/Desktop/Skeleton3/G12_002_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/G12_002_network.tif
