originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/H6_012.tif,12,H6,/Users/melaniemadrigal/Desktop/Skeleton3/H6_012_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/H6_012_network.tif
