lineIndex,pointIndex0,pointIndex1,pointIndex2,pointIndex3,pointIndex4,pointIndex5,pointIndex6,pointIndex7,pointIndex8
0,0,1
1,1,2,4,5
2,5,6,7
3,7,8,9
4,10,11
5,11,12,13
6,13,14,15
7,15,16,17,18
8,18,20,21
9,22,23,24,25
10,25,28,30
11,26,29,31
12,27,25
13,27,32,33
14,36,37,38
15,38,39,40,41
16,41,44,45,46
17,41,43
18,46,47,48
19,49,50,51
20,51,55
21,51,52,54,56
22,51,53
23,55,57
24,55,57
25,58,59,60
26,60,61,62
27,64,65,66
28,66,67,68
29,69,70,71,72,73,74,75,76
30,77,78,79,80
31,80,81,82,83,84
32,85,86,87
33,87,88,90
34,87,89,91,92,93
35,93,94,95
36,96,97,99
37,102,103
38,103,105,106,107,108,109,110,111
39,113,114,116,119
40,113,115
41,115,118,120
42,119,121,124
43,119,122,123,126
44,120,125,127
45,124,128,129,131,132,134,135,136
46,127,130,133
47,90,137,138
48,141,143,144,145
49,145,146,148
50,152,155,157,160,163,164,165
51,152,154,156,158,159,161,162,165,166
52,169,170
