originalImage,timestamp,sample,sclerotiaPrimordia,network
/Users/melaniemadrigal/Desktop/Plate3/C5_008.tif,8,C5,/Users/melaniemadrigal/Desktop/Skeleton3/C5_008_sclerotiaPrimordia.tif,/Users/melaniemadrigal/Desktop/Skeleton3/C5_008_network.tif
